2752,,
General,0.0.3,Damage Scaling will no longer affect Online Matches.
Orcane,0.0.4,Up Air Base Knockback Reduced from 10-9. Knockback Scaling increased from .75 to .8.
Orcane,0.0.4,Up Air Sour Spot Active Frames increased from 8-10.
Orcane,0.0.7,Up Strong Hitbox Active time increased from 5 to 8 frames.
Orcane,0.0.7,Fixed a bug where Orcane and Maypul’s hurtbox was a pixel lower than the other characters.
Orcane,0.0.8,Bubble Damage per hit decreased from 3 > 2.
Orcane,0.0.8,Back Air Damage increased from 4 sour 7 sweet > 5 sour 8 sweet.
Orcane,0.0.8,Down Tilt Damage increased from 6 > 7.
Orcane,0.0.8,Down Strong and Forward Strong Base Damage increased from 8 > 9.
Orcane,0.0.8,Up Strong Base Damage increased from 8 > 10.
Orcane,0.0.10,Down Tilt recovery reduced from 7 > 6. Whiff Recovery of 12 added.
Orcane,0.0.10,Dash Attack recovery reduced from 8 > 6. Whiff Recovery of 12 Added.
Orcane,0.0.10,Up Strong Base Knockback reduced from 11 > 10.
Orcane,0.0.10,Up Air Belly Hitbox. 4 Base .4 Scaling > 5 Base .6 Scaling.
Orcane,0.0.10,Down Tilt Damage increased from 7 > 9.
Orcane,0.0.10,Back Air Sour Hitbox damage increased from 5 > 6.
Orcane,0.0.10,Dash Attack Knockback Scaling increased from .2 > .3.
Orcane,0.0.10,Down Tilt and Back Air tail hurtboxes reduced.
Orcane,0.0.10,Up Special (Teleport Attack) recovery reduced from 35 > 30. This is to make his puddle recovery slightly less punishable.
Orcane,0.0.12,Up Strong (no puddle) now reaches above the lowest jumpthrough platforms.
Orcane,0.0.12,Down Strong Whiff Lag of 18 added. Recovery remains at 12.
Orcane,0.0.12,Hitstun increased on Jab 1 and Jab 2.
Orcane,0.12.2,"You can no longer create puddles inside jumpthrough platforms on the very edge. While the extra tech was cool, the reward was too great. We don’t want to require Orcane players to attempt glitched puddles when the positioning required was extremely tight."
Orcane,0.13.0,Forward Special Air Recovery reduced from 7 > 3. (Still goes into Pratfall after).
Orcane,0.13.0,Forward Special Grounded Recovey increased from 7 > 10.
Orcane,0.13.0,Forward Strong recovery increased from 18 > 20.
Orcane,0.13.0,Down Strong recovery increased from 18 > 22.
Orcane,0.13.0,Forward Strong Puddle Whiff Recovery of 30 added. (20 base) Previously had 24 base and no whiff recovery.
Orcane,0.13.0,Up Strong Puddle Whiff Recovery of 36 added. (26 base) Previously had 28 base and no whiff recovery.
Orcane,0.13.0,Down Strong Puddle Whiff Recovery of 26 added. (16 base).
Orcane,0.13.0,Down Tilt Active Frames increased from 2 > 3. This is because timing down tilt on a falling opponent who is going to tech can be overly difficult.
Orcane,0.13.0,Visual of Strong Attacks adjusted to match the hitboxes which are fully extended initially and do not extend over time like the animation did.
Orcane,0.13.0,The ASDI on each Bubble Hit has been reduced to 50% standard ASDI. Bubbles have become a bit too easy to ASDI after we changed SDI to be ASDI a few updates back.
Orcane,0.13.0,Neutral Air Hitbox slightly increased in size to match the visual.
Orcane,0.13.0,Bair - 6% hitbox size increased
Orcane,0.13.0,Hits 1-2 Jab - BKB 5 > 4
Orcane,0.14.0,Whiff landing lag added to Bair and Uair.
Orcane,0.14.0,"Uspecial sweetspot base knockback 12 > 11, scaling 1.45 > 1.4. This is to slightly reduce its effectiveness as a parry punish."
Orcane,0.14.0,Uspecial sourspot scaling 1.05 > 1.1. This is to make the regular hit a bit more potent.
Orcane,0.14.0,Bubble butt hitbox width 30 > 20.
Orcane,0.14.0,Bubble butt hitbox moved closer to Orcane's body. These two are to reduce the disjoint of bubble butt as it is risky to throw yourself at opponents.
Orcane,0.14.0,Bubble SDI effectiveness increased from 50% to 100%.
Orcane,0.14.0,"Bug Fix: Fixed hurtboxes for Ustrong, puddle Ustrong, puddle Fstrong, and puddle Fspecial."
Orcane,0.14.0,Bug fix: Orcane puddle can now exist on a moving pillar.
Orcane,0.14.1,Uspecial sweetspot knockback scaling 1.4 > 1.2.
Orcane,0.14.1,Using Up Special as a parry punish is just too strong compared to other parry punishes especially against floaties.
Orcane,0.15.0,"All of Orcane's aerials autocancel on the last 5 frames of the attack except for the following: 
Orcane Uair: 8 frames of landing lag"
Orcane,0.15.0,"Whiff lag removed on everything but dash attack
Dtilt: 6 endlag, 12 whiff > 9 endlag
Dsmash: 12, 22 > 20
Fsmash_pud: 20, 30 > 26
Usmash_pud: 26, 36 > 30
Dsmash_pud: 16, 26 > 26
Dattack: unchanged"
Orcane,0.15.0,Dash/Run speed 6.75 > 7
Orcane,0.15.0,Initial dash frames 13 > 12. This makes Orcane able to RAR earlier
Orcane,0.15.0,Dspecial bubble horizontal drift 1 > 1.35
Orcane,0.15.0,Fair bubble vertical drift .65 > 1
Orcane,0.15.0,Jab 1 and 3 hitboxes resized and moved to match animation better
Orcane,0.15.0,Puddle Dstrong hitbox width 60 > 50 (matches width of non-puddle Dstrong)
Orcane,0.15.0,Puddle Ustrong hitbox width 50 > 40 (matches width of non-puddle Ustrong)
Orcane,0.15.0,Both Ustrongs hitbox moved 2 pixels backward to match the animation
Orcane,0.15.0,Non-puddle Ustrong hitbox now rectangular instead of circular to match all other strong attacks
Orcane,0.15.0,Puddle Fstrong hitbox height 40 > 30 (matches height of non-puddle Fstrong)
Orcane,0.15.0,Both Fstrongs hitbox moved up 1 pixel to match animation
Orcane,0.15.0,Dstrong knockback scaling 1.3 > 1.2
Orcane,0.15.0,Being interrupted during Dspecial no longer causes the puddle to stop spewing bubbles
Orcane,0.15.0,Using Uspecial removes your double jump. This means you can no longer double jump after Orcahop (instant Uspecial after double jump)
Orcane,0.15.1,Orcane Fstrong Knockback Scaling 1 > 1.05
Orcane,0.15.2,Jab 1 and Jab 3 hitbox and visuals increased to be closer in size to earlier builds.
Orcane,0.15.2,"The first 5 frames of Dash Attack roll off the ledge, buffering immediately into an aerial"
Orcane,0.15.2,"Fair knockback scaling is now based on Orcane's horizontal speed. If the speed is below 5, scaling is 0.5. If the speed is above 10, scaling is 1. Between 5 and 10, the scaling increases linearly from 0.5 to 1."
Orcane,0.15.2,Nair base knockback now gradually decreases during its active frames. (7 > 4)
Orcane,0.15.2,Uair belly hitbox base knockback now gradually decreases during its active frames. (5 > 3)
Orcane,0.15.2,Back Air recovery increased from 6 to 10 frames. This attack is a bit too disjointed and fast for such a low recovery.
Orcane,0.15.5,Hit Cancelling mechanic added. Specific values can be found here: http://i.imgur.com/hb1OVAA.png
Orcane,0.15.6,Orcane Forward Air both landing lag and recovery reduced from 11/17 to 10/15 to reduce the impact on using Forward Air as a recovery option.
Orcane,0.15.8,Orcane Jab Combo has received a polish update to increase the frame count.
Orcane,0.15.8,"Orcane strong attack base knockback decays slightly over time. These should weaken the extended hitboxes at lower percents but they retain the same scaling so even late hitboxes will KO well at high percents:
-Ustrong: 10 > 8
-Fstrong: 7 > 5
-Dstrong: 7 > 6"
Orcane,0.15.9,"Forward Special (non-puddled) now has a smaller hitbox, making it harder for opponents to cover/punish multiple distances with a single parry, but also harder for Orcane to hit with. "
Orcane,0.15.9,Bug Fix: Jab 3 hurtbox now lines up with the animation again.
Orcane,0.15.10,Up Tilt lower hitbox made bigger.
Orcane,0.15.10,Down Air no longer pulls toward the center of the move.
Orcane,1.0.2,Orcane’s Neutral Special no longer bounces off platforms that are moving down.
Orcane,1.0.2,Orcane’s puddle no longer gets pulled by a pillar when on a moving platform.
Orcane,1.0.2,Orcane’s puddle now picks a platform to follow when placed directly on the center on the Aethereal Gates basic stage platforms.
Orcane,1.0.3,Orcane’s puddles now behave properly on platforms
Orcane,1.1.2,All hits of Dair now do 1 more damage
Orcane,1.1.2,Dstrong angle flippers changed to avoid strange reverse hits
Orcane,1.1.2,Fair can no longer reverse
Orcane,1.2.5,Orcane’s Jab artwork was updated to match his hitboxes.
Orcane,1.3.0,Jab 2 has two more frames of endlag (still cancellable on the same frame).
Orcane,1.3.0,Bair endlag increased from 7 > 9 on hit and 11 > 14 on whiff.
Orcane,1.3.0,Fair knockback scaling increased from 1.0 > 1.1.
Orcane,1.3.0,Fair hit lockout time increased from 0 > 3 (so bubbles no longer interrupt your kill moves).
Orcane,1.3.0,Uair sweetspot hit lockout time increased from 13 > 18.
Orcane,1.3.0,Puddle Fstrong startup extended by 3 frames to match regular Fstrong.
Orcane,1.4.0,Down Strong endlag increased from 19 to 21 (29 > 32 on whiff).
Orcane,1.4.0,"If Nair is held, it now bounces off the ground if you land while the hitbox is active."
Orcane,1.4.0,Forward Air and Down Special bubbles spawn/move in preset patterns instead of randomly.
Orcane,1.4.0,Orcane Bair disjoint lowered due to animation change requiring new hurtboxes
Orcane,1.4.0,Nair damage decreased from 7 > 6
Orcane,1.4.2,Up Air no longer keeps moving during hitpause.
Orcane,1.4.2,Orcane’s roll framedata has been normalized to [3 – 14 – 12] from [3 – 11 – 16].
Orcane,1.4.2,Orcane’s airdodge framedata has been normalized to [2 – 12- 12] from [2 – 12 – 14].
Orcane,1.4.3,Standing on overlapping puddles will no longer cause Fspecial to fail to absorb the puddle.
Orcane,1.4.9,Hold dodge during Up Special’s startup to Orcahop even when you have a puddle out.
Orcane,1.4.9,Ftilt endlag decreased from 9 > 8 (14 > 12 on whiff).
Orcane,1.4.9,Utilt sweetspot damage increased from 5 > 6.
Orcane,1.4.9,Dstrong back hit damage increased from 8 > 9 (to match front hit).
Orcane,1.4.9,Puddle Forward Strong and Up Strong now reach as far inward as the non-puddle versions.
Orcane,1.4.13,Dash attack hitbox size increased from 42 > 50.
Orcane,1.4.13,Ftilt hitbox reaches 4px farther forward.
Orcane,1.4.13,Utilt top hitbox width increased from 20 > 24.
Orcane,1.4.13,Nair no longer halts all momentum when bouncing off the edge of a platform.
Orcane,1.4.13,Nair hitbox size increased from 60 > 75.
Orcane,1.4.13,Nair hurtbox shrunk during active frames.
Orcane,1.4.13,Uair hitbox shape adjusted from circular > rounded rectangle.
Orcane,1.4.13,Uair hitbox moved slightly forward.
Orcane,1.4.13,Dair hitboxes made larger (50 > 60) and centered better to cover Orcane’s whole body.
Orcane,1.4.13,Bubbles now destroy Elliana’s steam.
Orcane,1.4.13,Orcane is perfect.
Orcane,1.4.14,Orcane can now drift during the endlag of non-teleport Uspecial
Orcane,1.4.14,Dspecial cooldown between dropping the puddle and spawning bubbles reduced from 60 > 30.
Orcane,1.4.14,"Uspecial now has a minimum speed boost on startup. Orcahop is exactly the same, but using Uspecial without upward momentum is much better."
Orcane,1.4.17,Forward Air animation cleaned up.
Orcane,1.4.17,"Up Special no longer takes Orcane’s double jump. Orcahop, however, still takes his double jump."
Orcane,1.4.20,Environmental collision is now disabled when Orcane teleports to a puddle until the first hitbox disappears.
Orcane,1.4.21,"Nair bounce no longer restores double jump, walljump, and airdodge."
Orcane,1.4.21,Uspecial can now be canceled with a walljump anytime Orcane isn’t moving upward.
Orcane,1.4.21,"Bubbles now clear the opponent’s airdodge buffer if they were grounded, so missing a parry doesn’t buffer an airdodge."
Orcane,1.4.25,"Bubbles now have extended parry stun.
Dan: Long have we suffered from bubble spam. We have protected our prized water creature for long enough. Now with the new Extended Parry length, players will be able to punish Orcane similar to other projectile parries."
Orcane,1.4.25,Bug Fix: Puddle Dstrong reaches 1px higher to avoid strange interactions with opponents on Spirit Tree’s platforms.
Orcane,2.0.7.0,Sourspot Utilt damage: 3 > 4.
Orcane,2.0.7.0,Fair’s recovery window can now be walljump-cancelled.
Orcane,2.0.7.0,Bair sweetspot knockback scaling: .75 > .9.
Orcane,2.0.7.0,Bair sweetspot knockback angle: 361 > 45. No more angle 40 on grounded opponents.
Orcane,2.0.7.0,The first 3 hits of Dair can no longer produce the purple kill effect.
Orcane,2.0.7.0,Dspecial bubbles max vertical speed: 5 > 4. They still reach above the top platform of ToH.
Orcane,2.0.8.0,"Bubble SDI multiplier changed, 1.0 -> 1.2."
Orcane,2.0.8.0,"Bair 2 KB changed, 9 + 0.9 -> 8 + 0.95."
Ori,1.2.0,"Charged Flame mechanics have been changed:
Hold special for 15 frames to initiate charged flame.
If you let go before 55 frames it will stay charged until you tap it again. If you let go after 55 frames it will blow up as soon as you release."
Ori,1.2.0,Maximum hold time has been reduced to 4 seconds.
Ori,1.2.0,Sein now has 10 frames of startup before exploding. (Note: startup was actually increased to 15 frames)
Ori,1.2.0,Charged Flame active frames decreased from 12 > 4.
Ori,1.2.0,Dash attack can now cancel into anything after hitting the sweet spot successfully.
Ori,1.2.0,Dash attack sweet spot size increased from 8x8px to 20x20px.
Ori,1.2.0,Recovery increased from 16 > 18.
Ori,1.2.0,Sour knockback angle changed from 361 > 45 (only higher on grounded opponents).
Ori,1.2.0,Base knockback increased from 8 > 9.
Ori,1.2.0,Fstrong recovery increased from 18 > 20. On-whiff recovery increased from 27 > 30.
Ori,1.2.0,Team-up Fstrong recovery increased from 18 > 24. On-whiff recovery increased from 27 > 36.
Ori,1.2.0,Team-up Fstrong hitboxes reduced in size.
Ori,1.2.0,"Team-up Ustrong and Fstrong multihits now pull toward the center during hitpause.
This fixes an admittedly funny issue where Ori could send enemies flying if they traded with this attack."
Ori,1.2.0,Ori can no longer fastfall on hit to prevent Ustrong from rising.
Ori,1.2.0,"Both Ori and their target are now invincible when aiming Bash (Dspecial).
This makes bash usable in free for all and doubles."
Ori,1.2.2,Ori can no longer cancel dash attack if it was parried.
Ori,1.2.2,Spirit Flame and Charged Flame now deal damage to Ori while they’re poisoned.
Ori,1.2.2,Reopening Uspecial no longer deals poison damage.
Ori,1.2.2,Charging Sein no longer prevents Ori from reopening Uspecial.
Ori,1.2.5,Ori’s Dash Attack Jump Cancel only works on the sweet spot now. Before it could work during the last two frames of the sour spot which was not intended.
